covariate	coef	exp(coef)	se(coef)	coef lower 95%	coef upper 95%	exp(coef) lower 95%	exp(coef) upper 95%	cmp to	z	p	-log2(p)
trs	1.8967750780417625	6.664367684196059	0.27919571299658763	1.3495615359304693	2.4439886201530556	3.855734558943142	11.518893728600078	0.0	6.79371132774143	1.0928495669665867e-11	36.413114219080406
stage_num	0.3229346733600827	1.3811751204286802	0.10939237687556876	0.10852955450073568	0.5373397922194297	1.1146378506167216	1.7114479938355696	0.0	2.952076575933744	0.0031564464268692746	8.307483019652086
